,desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
166,428349202300587,http://www.animal.go.kr/files/shelter/2023/05/202306281506255_s.jpg,20230628,연안아파트단지내,[고양이] 한국 고양이,검정+흰색,2023(60일미만)(년생),0.15(Kg),인천-중구-2023-00370,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281506255.jpg,보호중,F,N,"생후4,5일정도추정되고, 박스에 넣어있어 신고자가 구조해 신고함",경동동물병원,032-765-9988,인천광역시 중구 개항로 68 (경동) ,인천광역시 중구,이아름,032-760-8944,
167,428349202300586,http://www.animal.go.kr/files/shelter/2023/05/202306281406175_s.jpg,20230628,용유로700,[개] 믹스견,흰색,2023(60일미만)(년생),0.82(Kg),인천-중구-2023-00369,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406175.jpg,보호중,M,N,7마리같이구조 아직눈도못뜸 2주가량추정,신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944,
168,428349202300585,http://www.animal.go.kr/files/shelter/2023/05/202306281406226_s.jpg,20230628,용유로700,[개] 믹스견,"갈색,흰색",2023(60일미만)(년생),0.98(Kg),인천-중구-2023-00368,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406226.jpg,보호중,M,N,7마리같이구조 아직눈도못뜸 2주가량추정,신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944,
169,428349202300584,http://www.animal.go.kr/files/shelter/2023/05/202306281406572_s.jpg,20230628,용유로700,[개] 믹스견,"갈색,흰색",2023(60일미만)(년생),0.94(Kg),인천-중구-2023-00367,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406572.jpg,보호중,M,N,7마리같이구조 아직눈도못뜸 2주가량추정,신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944,
170,428349202300583,http://www.animal.go.kr/files/shelter/2023/05/202306281406800_s.jpg,20230628,용유로700,[개] 믹스견,갈색,2023(60일미만)(년생),0.94(Kg),인천-중구-2023-00366,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406800.jpg,보호중,F,N,7마리같이구조 아직눈도못뜸 2주가량추정,신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944,
171,428349202300582,http://www.animal.go.kr/files/shelter/2023/05/202306281406991_s.jpg,20230628,용유로700,[개] 믹스견,갈색,2023(60일미만)(년생),0.32(Kg),인천-중구-2023-00365,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406991.jpg,보호중,M,N,7마리같이구조 아직눈도못뜸 2주가량추정,신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944,
172,428349202300581,http://www.animal.go.kr/files/shelter/2023/05/202306281406841_s.jpg,20230628,용유로700,[개] 믹스견,갈색,2023(60일미만)(년생),0.82(Kg),인천-중구-2023-00364,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406841.jpg,보호중,M,N,7마리같이구조 아직눈도못뜸 2주가량추정,신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944,
173,428349202300580,http://www.animal.go.kr/files/shelter/2023/05/202306281406102_s.jpg,20230628,용유로700,[개] 믹스견,진회색,2023(60일미만)(년생),0.78(Kg),인천-중구-2023-00363,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406102.jpg,보호중,M,N,7마리같이구조 아직눈도못뜸 2주가량추정,신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944,
174,428349202300579,http://www.animal.go.kr/files/shelter/2023/05/202306281306308_s.jpg,20230628,신도시북로 88번길 26,[개] 진도견,흰색,2019(년생),15(Kg),인천-중구-2023-00362,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306308.jpg,보호중,M,N,순하고 착함,신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944,
175,427348202300607,http://www.animal.go.kr/files/shelter/2023/05/202306281506947_s.jpg,20230628,다사읍 서재리 137-2,[고양이] 한국 고양이,백갈,2023(60일미만)(년생),0.8(Kg),대구-달성-2023-00345,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281506947.jpg,보호중,M,N,"구내염, 기생충 감염",119동물병원,070-8028-1195,대구광역시 달성군 다사읍 달구벌대로 893 (다사읍) ,대구광역시 달성군,동물보호 담당,053-668-3863,
176,427348202300606,http://www.animal.go.kr/files/shelter/2023/05/202306281206335_s.jpg,20230628,다사읍 죽곡리 817,[고양이] 한국 고양이,백갈,2023(60일미만)(년생),0.4(Kg),대구-달성-2023-00344,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281206335.jpg,보호중,F,N,"사타구니 외상, 기력 부진",119동물병원,070-8028-1195,대구광역시 달성군 다사읍 달구벌대로 893 (다사읍) ,대구광역시 달성군,동물보호 담당,053-668-3863,
177,427348202300605,http://www.animal.go.kr/files/shelter/2023/05/202306281106194_s.jpg,20230628,다사읍 달구벌대로 920,[개] 믹스견,백,2020(년생),20(Kg),대구-달성-2023-00343,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281106194.jpg,보호중,M,N,"사나움, 전신 기생충 감염, 위생상태 불량",119동물병원,070-8028-1195,대구광역시 달성군 다사읍 달구벌대로 893 (다사읍) ,대구광역시 달성군,동물보호 담당,053-668-3863,
178,427346202300772,http://www.animal.go.kr/files/shelter/2023/05/20230628170606_s.jpg,20230628,건물 지하 창틀,[고양이] 한국 고양이,삼색,2023(년생),0.7(Kg),대구-수성-2023-00470,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/20230628170606.jpg,보호중,F,N,경계심 있음. 귀여움.,세인트동물병원,053-744-8285,대구광역시 수성구 청호로 484 (만촌동) ,대구광역시 수성구,녹색환경과,053-666-2651,
179,427346202300771,http://www.animal.go.kr/files/shelter/2023/05/202306281406597_s[1].jpg,20230628,가게 앞,[고양이] 한국 고양이,흰 + 노랑,2023(60일미만)(년생),0.46(Kg),대구-수성-2023-00469,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406597.jpg,보호중,F,N,"이름 : 태양이, 사람 좋아함, 밥 잘 먹음, 꾹꾹이 달인",멘토동물병원,053-291-7579,대구광역시 수성구 용학로 294 (범물동) 2층,대구광역시 수성구,녹색환경과,053-666-2651,
180,427346202300770,http://www.animal.go.kr/files/shelter/2023/05/202306281306892_s.jpg,20230628,대구은행 앞,[고양이] 한국 고양이,"블랙, 화이트",2023(60일미만)(년생),0.50(Kg),대구-수성-2023-00468,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306892.jpg,보호중,Q,N,"대구은행 문에 부딪혀 하악 출혈 심함, 사나움",펫동물병원,053-474-9820,대구광역시 수성구 달구벌대로 3144 (노변동) 펫동물병원,대구광역시 수성구,녹색환경과,053-666-2651,
181,427346202300769,http://www.animal.go.kr/files/shelter/2023/05/202306281306901_s.jpg,20230628,시지동 408,[고양이] 한국 고양이,고등어,2023(60일미만)(년생),0.60(Kg),대구-수성-2023-00467,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306901.jpg,보호중,Q,N,예민,펫동물병원,053-474-9820,대구광역시 수성구 달구벌대로 3144 (노변동) 펫동물병원,대구광역시 수성구,녹색환경과,053-666-2651,
182,427343202300543,http://www.animal.go.kr/files/shelter/2023/05/202306281706513_s.jpg,20230628,서구청근처,[고양이] 한국 고양이,치즈태비,2023(60일미만)(년생),0.7(Kg),대구-서구-2023-00310,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281706513.jpg,보호중,M,N,"성격온순,2개월령",대구시수의사회(더펫),070-4293-0622,대구광역시 서구 서대구로 361 (비산동) 2층,대구광역시 서구,송민서,053-663-2644,
183,427343202300542,http://www.animal.go.kr/files/shelter/2023/05/202306281606156_s.jpg,20230628,큰장로 109-15,[고양이] 한국 고양이,갈색태비,2023(60일미만)(년생),0.27(Kg),대구-서구-2023-00309,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606156.jpg,보호중,F,N,"안질환, 3주령",대구시수의사회(평리),053-552-0075,대구광역시 서구 서대구로 189 (평리동) 2층,대구광역시 서구,송민서,053-663-2644,
184,427343202300541,http://www.animal.go.kr/files/shelter/2023/05/202306281306716_s.jpg,20230628,달구벌대로329길 78,[고양이] 한국 고양이,카오스,2023(60일미만)(년생),0.22(Kg),대구-서구-2023-00308,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306716.jpg,보호중,F,N,3주령 추정.,대구수의사회(아이펫),053-573-1175,대구광역시 서구 서대구로 64 (평리동) ,대구광역시 서구,송민서,053-663-2644,
185,427343202300540,http://www.animal.go.kr/files/shelter/2023/05/202306281306404_s.jpg,20230628,달구벌대로329길 78,[고양이] 한국 고양이,삼색,2023(60일미만)(년생),0.26(Kg),대구-서구-2023-00307,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306404.jpg,보호중,F,N,3주령 추정. 카오스 삼색.,대구수의사회(아이펫),053-573-1175,대구광역시 서구 서대구로 64 (평리동) ,대구광역시 서구,송민서,053-663-2644,
186,427343202300539,http://www.animal.go.kr/files/shelter/2023/05/202306281006144_s.jpg,20230628,국채보상로55길21,[고양이] 한국 고양이,검갈색,2023(60일미만)(년생),0.8(Kg),대구-서구-2023-00306,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281006144.jpg,보호중,F,N,2개월추정,대구시수의사회(삼성),053-556-8575,대구광역시 서구 서대구로 24 (내당동) ,대구광역시 서구,송민서,053-663-2644,
187,427341202300277,http://www.animal.go.kr/files/shelter/2023/05/20230628160640_s.jpg,20230628,건들바위부근,[고양이] 한국 고양이,흰갈,2023(60일미만)(년생),0.2(Kg),대구-중구-2023-00122,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/20230628160640.jpg,보호중,Q,N,탈진,대구시수의사회(동인),070-4466-1575,대구광역시 중구 동인동4가 국채보상로 724 ,대구광역시 중구,중구 곽미영,053-661-2648,
188,411324202300387,http://www.animal.go.kr/files/shelter/2023/05/202306281206575[1]_s.jpg,20230628,한영외고 맞은편 정류장,[개] 푸들,흰색,2022(년생),4(Kg),서울-강동-2023-00136,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281206575[1].jpg,종료(반환),M,Y,"동물등록되어있음,양쪽눈결막염,구충제투여",강동리본센터(reborn),070-4163-7350,서울특별시 강동구 양재대로81길 73 (성내동) ,서울특별시 강동구,동물복지팀 ,02-3425-6014,
189,429362202300543,http://www.animal.go.kr/files/shelter/2023/05/202306281006740_s.jpg,20230628,북구 본촌동,[개] 베들링턴 테리어,"흰,회",2022(년생),10(Kg),광주-북구-2023-00447,20230627,20230627,http://www.animal.go.kr/files/shelter/2023/05/202306281006740.jpg,보호중,M,Y,"23-0681 성대수술,배변훈련안됨,전체미용,산책좋아함,구조자임시보호중",광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구,북구,062-410-6557,
